"subject_id","label"
"0","5.0"
"1","1.0"
"2","0.0"
"3","3.0"
"4","5.0"
"5","4.0"
"6","5.0"
"7","4.0"
"8","3.0"
"9","5.0"
"10","2.0"
"11","0.0"
"12","0.0"
"13","1.0"
"14","2.0"
"15","2.0"
"16","2.0"
"17","0.0"
"18","5.0"
"19","5.0"
"20","1.0"
"21","5.0"
"22","3.0"
"23","1.0"
"24","2.0"
"25","1.0"
"26","3.0"
"27","3.0"
"28","1.0"
"29","1.0"
"30","2.0"
"31","4.0"
"32","2.0"
"33","0.0"
"34","3.0"
"35","0.0"
"36","3.0"
"37","0.0"
"38","5.0"
"39","4.0"
"40","4.0"
"41","1.0"
"42","1.0"
"43","3.0"
"44","3.0"
"45","2.0"
"46","4.0"
"47","2.0"
"48","1.0"
"49","3.0"
"50","4.0"
"51","3.0"
"52","0.0"
"53","3.0"
"54","2.0"
"55","5.0"
"56","2.0"
"57","5.0"
"58","0.0"
"59","2.0"
"60","1.0"
"61","2.0"
"62","3.0"
"63","1.0"
"64","4.0"
"65","3.0"
"66","0.0"
"67","2.0"
"68","5.0"
"69","0.0"
"70","4.0"
"71","4.0"
"72","3.0"
"73","2.0"
"74","3.0"
"75","2.0"
"76","1.0"
"77","2.0"
"78","2.0"
"79","2.0"
"80","5.0"
"81","5.0"
"82","3.0"
"83","3.0"
"84","0.0"
"85","3.0"
"86","2.0"
"87","3.0"
"88","3.0"
"89","5.0"
"90","1.0"
"91","5.0"
"92","5.0"
"93","1.0"
"94","4.0"
"95","1.0"
"96","1.0"
"97","3.0"
"98","0.0"
"99","3.0"
"100","0.0"
"101","4.0"
"102","1.0"
"103","4.0"
"104","1.0"
"105","5.0"
"106","0.0"
"107","3.0"
"108","4.0"
"109","3.0"
"110","0.0"
"111","4.0"
"112","2.0"
"113","3.0"
"114","2.0"
"115","4.0"
"116","4.0"
"117","3.0"
"118","0.0"
"119","0.0"
"120","3.0"
"121","2.0"
"122","3.0"
"123","0.0"
"124","5.0"
"125","3.0"
"126","2.0"
"127","4.0"
"128","3.0"
"129","4.0"
"130","5.0"
"131","0.0"
"132","0.0"
"133","4.0"
"134","0.0"
"135","3.0"
"136","1.0"
"137","3.0"
"138","1.0"
"139","3.0"
"140","5.0"
"141","5.0"
"142","2.0"
"143","2.0"
"144","1.0"
"145","5.0"
"146","2.0"
"147","4.0"
"148","1.0"
"149","0.0"
"150","0.0"
"151","2.0"
"152","4.0"
"153","2.0"
"154","1.0"
"155","5.0"
"156","4.0"
"157","1.0"
"158","5.0"
"159","2.0"
"160","1.0"
"161","0.0"
"162","0.0"
"163","2.0"
"164","1.0"
"165","3.0"
"166","3.0"
"167","1.0"
"168","1.0"
"169","1.0"
"170","4.0"
"171","2.0"
"172","2.0"
"173","5.0"
"174","5.0"
"175","3.0"
"176","0.0"
"177","1.0"
"178","0.0"
"179","0.0"
"180","1.0"
"181","1.0"
"182","2.0"
"183","5.0"
"184","0.0"
"185","2.0"
"186","4.0"
"187","4.0"
"188","2.0"
"189","4.0"
"190","3.0"
"191","2.0"
"192","1.0"
"193","5.0"
"194","3.0"
"195","3.0"
"196","3.0"
"197","2.0"
"198","4.0"
"199","1.0"
"200","4.0"
"201","4.0"
"202","0.0"
"203","0.0"
"204","3.0"
"205","5.0"
"206","1.0"
"207","4.0"
"208","1.0"
"209","2.0"
"210","3.0"
"211","3.0"
"212","1.0"
"213","3.0"
"214","2.0"
"215","5.0"
"216","0.0"
"217","1.0"
"218","5.0"
"219","4.0"
"220","5.0"
"221","4.0"
"222","4.0"
"223","4.0"
"224","2.0"
"225","0.0"
"226","5.0"
"227","0.0"
"228","4.0"
"229","2.0"
"230","4.0"
"231","4.0"
"232","4.0"
"233","0.0"
"234","3.0"
"235","3.0"
"236","4.0"
"237","4.0"
"238","3.0"
"239","4.0"
"240","2.0"
"241","2.0"
"242","0.0"
"243","0.0"
"244","5.0"
"245","2.0"
"246","4.0"
"247","4.0"
"248","3.0"
"249","3.0"
"250","0.0"
"251","4.0"
"252","0.0"
"253","1.0"
"254","3.0"
"255","1.0"
"256","1.0"
"257","5.0"
"258","4.0"
"259","1.0"
"260","3.0"
"261","4.0"
"262","5.0"
"263","1.0"
"264","4.0"
"265","0.0"
"266","5.0"
"267","5.0"
"268","0.0"
"269","1.0"
"270","2.0"
"271","2.0"
"272","0.0"
"273","2.0"
"274","0.0"
"275","3.0"
"276","1.0"
"277","0.0"
"278","1.0"
"279","0.0"
"280","3.0"
"281","4.0"
"282","4.0"
"283","3.0"
"284","4.0"
"285","5.0"
"286","5.0"
"287","0.0"
"288","2.0"
"289","1.0"
"290","4.0"
"291","3.0"
"292","1.0"
"293","5.0"
"294","4.0"
"295","4.0"
"296","2.0"
"297","1.0"
"298","2.0"
"299","1.0"
"300","4.0"
"301","0.0"
"302","0.0"
"303","0.0"
"304","5.0"
"305","1.0"
"306","1.0"
"307","0.0"
"308","3.0"
"309","5.0"
"310","5.0"
"311","0.0"
"312","1.0"
"313","2.0"
"314","0.0"
"315","0.0"
"316","2.0"
"317","1.0"
"318","1.0"
"319","2.0"
"320","4.0"
"321","1.0"
"322","0.0"
"323","2.0"
"324","1.0"
"325","4.0"
"326","5.0"
"327","5.0"
"328","3.0"
"329","4.0"
"330","5.0"
"331","1.0"
"332","4.0"
"333","1.0"
"334","2.0"
"335","0.0"
"336","0.0"
"337","4.0"
"338","2.0"
"339","1.0"
"340","5.0"
"341","0.0"
"342","2.0"
"343","3.0"
"344","0.0"
"345","2.0"
"346","5.0"
"347","0.0"
"348","1.0"
"349","2.0"
"350","4.0"
"351","4.0"
"352","5.0"
"353","0.0"
"354","4.0"
"355","4.0"
"356","4.0"
"357","3.0"
"358","5.0"
"359","5.0"
"360","3.0"
"361","4.0"
"362","5.0"
"363","1.0"
"364","4.0"
"365","4.0"
"366","4.0"
"367","0.0"
"368","3.0"
"369","5.0"
"370","5.0"
"371","1.0"
"372","1.0"
"373","5.0"
"374","0.0"
"375","5.0"
"376","2.0"
"377","3.0"
"378","4.0"
"379","5.0"
"380","2.0"
"381","2.0"
"382","0.0"
"383","5.0"
"384","2.0"
"385","5.0"
"386","5.0"
"387","0.0"
"388","1.0"
"389","1.0"
"390","1.0"
"391","0.0"
"392","5.0"
"393","2.0"
"394","5.0"
"395","4.0"
"396","5.0"
"397","2.0"
"398","0.0"
"399","4.0"
